participant_id,treatment,task_01,task_02,task_03,task_04,task_05,task_06,task_07,task_08,task_09,task_10,task_11,task_12,task_13,task_14,task_15,task_16,task_17,task_18,task_19,task_20
P163,0,68.36,67.27,60.5,40.79,34.08,63.84,62.28,55.07,50.35,32.22,42.15,50.99,44.66,56.03,52.31,46.79,45.26,59.48,52.73,56.39
P164,1,42.33,30.93,32.31,36.77,50.29,40.06,45.38,38.08,41.02,62.7,41.14,37.85,62.19,38.98,67.22,59.71,56.05,44.11,52.58,61.2
P165,1,73.21,54.07,46.69,55.47,56.87,60.51,45.9,43.45,47.19,47.03,54.95,57.55,46.4,49.99,58.44,56.79,55.5,42.77,62.91,54.07
P166,0,37.77,52.88,40.6,43.13,45.13,60.12,54.86,40.93,51.68,72.01,50.92,54.26,52.68,44.8,65.63,41.12,36.25,45.06,51.59,56.49
P167,0,54.53,53.31,61.17,46.94,50.06,48.6,54.55,37.66,37.44,52.74,53.83,62.92,45.77,68.72,65.08,49.45,55.88,71.1,57.97,55.76
P168,1,42.94,46.69,45.5,52.65,59.57,31.79,58.72,59.37,45.12,46.36,61.78,63.83,51.84,45.46,51.78,53.83,36.15,49.24,47.24,54.8
P169,0,55.29,40.03,56.42,26.74,36.56,46.34,42.15,37.36,52.36,33.39,35.21,40.94,44.45,44.38,38.53,46.94,31.61,53.8,48.36,46.95
P170,1,64.41,78.59,75.74,55.72,73.11,65.12,57.73,71.28,71.64,55.44,64.34,63.62,51.78,61.52,64.87,51.43,74.12,61.62,51.93,61.57
P171,1,52.96,56.13,47.01,47.63,47.57,42.43,56.96,43.56,69.32,51.26,44.61,52.91,46.98,60.72,59.03,45.7,53.0,50.29,62.27,47.36
P172,0,32.89,45.0,40.34,41.7,32.9,34.64,39.44,44.81,62.41,48.02,48.17,58.77,28.59,52.75,52.57,51.17,43.03,56.02,54.81,42.63
P173,1,54.14,46.17,38.92,53.85,48.21,43.81,37.8,47.44,38.47,44.18,40.24,49.58,43.24,28.79,50.14,40.23,47.16,42.06,48.09,54.73
P174,0,69.87,55.66,74.2,53.15,65.77,63.6,53.98,74.26,57.85,53.8,55.41,52.73,64.19,59.59,56.39,63.38,67.04,62.93,47.02,54.25
P175,1,64.26,53.73,61.14,58.41,53.41,56.31,74.74,74.35,60.01,50.64,65.63,57.61,73.7,40.94,66.67,52.92,64.1,63.97,64.14,62.7
P176,0,37.34,42.74,45.69,68.52,48.26,32.92,42.57,44.98,56.76,41.44,48.0,44.1,51.44,36.04,39.2,43.49,36.47,38.23,43.26,49.41
P177,0,56.07,50.19,52.12,44.43,53.66,59.48,49.08,65.74,42.4,36.77,70.36,49.23,58.18,58.63,64.7,62.34,74.9,53.95,61.01,46.87
P178,1,45.4,41.88,27.61,57.43,44.01,42.27,40.79,44.27,29.08,36.95,48.25,44.32,48.05,37.66,40.19,43.26,40.01,35.43,52.91,48.77
P179,0,38.9,32.43,61.06,51.55,45.69,39.9,45.93,61.95,45.15,47.09,36.77,39.11,44.01,50.75,47.08,52.72,42.02,50.72,43.49,42.84
P180,0,60.72,55.65,58.8,57.77,44.06,54.03,61.73,48.36,63.2,53.08,75.04,60.94,44.14,54.39,43.39,48.57,32.73,46.8,51.2,52.02
P181,0,56.77,57.28,64.97,56.24,58.46,55.88,55.72,47.89,60.47,47.09,60.82,70.15,48.21,48.56,50.61,61.11,54.7,54.15,52.33,48.5
P182,1,34.59,42.03,62.33,54.03,68.56,61.16,51.16,56.75,52.46,53.07,57.02,36.7,49.46,46.83,36.87,43.55,46.85,38.04,45.37,58.96
P183,1,63.87,68.07,41.19,49.38,52.66,37.46,52.25,60.33,58.18,44.54,53.17,49.11,50.35,41.69,56.14,63.52,57.85,47.54,34.0,46.39
P184,0,51.05,41.56,26.49,56.89,39.43,35.88,45.01,43.15,23.99,39.6,45.97,49.86,31.18,39.77,21.65,40.63,39.66,36.14,31.28,39.13
P185,1,51.8,22.37,47.05,49.92,32.22,52.15,38.83,33.54,47.59,44.73,48.49,65.1,47.31,42.28,61.92,52.46,49.59,34.61,54.88,48.96
P186,1,58.15,31.27,41.63,24.9,31.75,22.75,41.92,32.26,42.3,39.5,37.81,40.81,23.31,30.28,32.83,30.23,47.3,39.6,41.11,35.41
P187,1,67.1,59.09,56.04,75.03,73.72,52.36,50.51,69.72,51.49,52.44,67.99,66.66,72.01,59.48,56.78,52.81,44.79,52.9,60.6,57.24
P188,1,49.37,46.98,51.41,38.15,45.74,44.94,51.68,40.44,58.03,50.86,61.16,37.19,60.55,40.83,39.02,62.95,50.64,38.92,57.98,43.15
P189,0,58.01,59.29,61.15,61.58,46.12,59.18,43.3,52.74,71.86,62.59,47.79,51.28,66.3,44.98,52.39,51.93,52.5,65.22,69.7,45.56
P190,0,41.56,59.58,49.08,53.62,43.55,55.49,60.12,44.64,50.05,68.66,71.36,60.32,48.9,50.54,60.99,49.22,50.65,55.49,58.97,65.96
P191,0,62.26,52.5,43.0,45.66,63.11,63.52,65.58,48.6,49.52,60.26,55.07,48.14,61.74,55.07,53.75,67.58,52.24,55.58,51.77,59.63
P192,1,36.64,31.83,52.27,46.54,37.39,56.35,41.75,46.86,31.81,48.19,42.16,37.36,63.97,57.21,48.41,27.18,41.66,56.46,47.29,59.12
P193,1,47.1,34.71,41.54,54.64,49.52,62.72,58.99,56.63,51.29,50.23,43.08,56.66,31.47,37.75,39.61,63.52,45.47,51.14,39.91,37.57
P194,0,48.61,59.51,51.3,55.84,50.78,50.12,31.84,39.24,42.1,50.78,38.24,35.32,45.53,38.34,64.82,48.11,55.93,43.89,44.78,57.15
P195,0,45.23,47.43,33.73,42.63,41.3,49.66,45.82,48.47,46.99,32.89,42.09,40.62,43.36,44.07,49.46,34.24,46.1,32.42,42.29,46.65
P196,0,66.28,52.43,38.37,62.65,42.09,62.02,55.17,58.49,59.53,47.58,51.96,37.91,70.01,47.14,56.17,60.98,43.54,44.75,54.66,58.28
P197,0,57.97,76.0,58.41,66.91,68.24,54.55,59.38,60.54,72.27,65.95,71.46,72.24,62.05,51.23,57.8,62.58,67.26,69.88,61.05,56.51
P198,1,58.12,41.97,23.89,37.65,50.71,25.07,39.38,31.84,28.16,31.54,46.03,33.59,26.05,35.78,32.69,25.55,38.88,22.56,47.86,39.0
P199,1,49.99,53.39,51.04,57.46,59.98,50.53,45.68,70.98,56.21,50.48,55.81,49.51,43.75,66.16,56.76,67.97,43.87,55.21,63.41,45.91
P200,0,55.46,57.69,51.65,42.63,59.21,61.44,42.51,44.64,59.82,59.19,55.41,74.95,44.38,61.24,57.15,61.38,59.08,65.3,56.04,73.13
